Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID
Ploughshares	070	Provide aid	news outlets	d4773fc1c04b791bfd9604ce89920e73	[2:2:4]	2456
Ploughshares	070	Provide aid	NPR	d4773fc1c04b791bfd9604ce89920e73	[5:12:14]	2457
Israelis and Americans	071	Provide economic aid	PLO	b4e1ed42b4c789abf0f474f554c4285c	[6:44:46]	2458
Russian Navy	070	Provide aid	Radio-Electronic Systems	ebae90de1a999b66253922730184e621	[0:0:0]	2459
Cairo	072	Provide military aid	Mistral-class helicopter carriers	ebae90de1a999b66253922730184e621	[2:6:9]	2460
Paris	072	Provide military aid	Mistral-class helicopter carriers	ebae90de1a999b66253922730184e621	[2:6:9]	2461
German Chancellor Angela Merkel	071	Provide economic aid	Egypt	373c1199a049fd16eaa03f3b7f20e11e	[1:0:3]	2462
Egyptian President Abdelfatah Al-Sisi	070	Provide aid	Foreign non-government organizations	373c1199a049fd16eaa03f3b7f20e11e	[2:4:8]	2463
Russia	072	Provide military aid	Syria	53546f4d43248a571436bee0ee26005d	[3:7:10]	2464
IAEA	070	Provide aid	Iran (regarding inspection procedure)	b5b7576125075195393466d2bebb3066	[2:3:5]	2465
Iran	070	Provide aid	IAEA (via authenticated equipment and inspection)	b5b7576125075195393466d2bebb3066	[8:22:25]	2466
Iran	072	Provide military aid	Badr Corps	defeb96e722b664f163533950122a02b	[2:1:2]	2467
Azerbaijan	1834	Carry out location bombing	Georgia	326eff2a6f8ad33b883629259efdf23e	[2:5:8]	2468
Turkey	073	Provide humanitarian aid	Gaza	6eb6f70f8a6c8a2742ada4c1762a7f52	[0:0:0]	2469
Israel	071	Provide economic aid	Turkey	6eb6f70f8a6c8a2742ada4c1762a7f52	[3:6:8]	2470
Turkey	071	Provide economic aid	Gaza Strip	6efbd3cd06be2d0159f11bc3530b006d	[2:3:5]	2471
Turkish President Recep Tayyip Erdogan	070	Provide aid	Israel	6efbd3cd06be2d0159f11bc3530b006d	[4:8:9]	2472
National Council of Resistance of Iran (NCRI)	070	Provide aid	International Atomic Energy Agency (IAEA)	cb01f6d47ce711b6023e574ab5034802	[3:7:8]	2473
Mujahedin-e Khalq (MEK)	070	Provide aid	International Atomic Energy Agency (IAEA)	cb01f6d47ce711b6023e574ab5034802	[3:7:8]	2474
P5+1 countries	071	Provide economic aid	Iran	b11a475a7ccc428e99fe7c226efe422f	[5:12:12]	2475
Faleh Fayad	070	Provide aid	Iran	550bf9e3696bb11f6c324ef5b328670d	[1:0:21]	2476
Russia	072	Provide military aid	Syria	6d78452d31f6ea2ba7d144a45d5b56ce	[3:7:11]	2477
Turkey	073	Provide humanitarian aid	Gaza	fd8c536e2ccb089fa797a131e871c987	[0:0:0]	2478
Turkey	073	Provide humanitarian aid	Gaza	fd8c536e2ccb089fa797a131e871c987	[2:5:8]	2479
Hillary Clinton	072	Provide military aid	U.S. assistance to Israel's Iron Dome	81bc3e7af8f3907aa441c1201cad8d2c	[6:13:14]	2480
Tehran	072	Provide military aid	Tikrit offensive	730a3214b49ba6a8eef31b5cf3cd77fb	[3:9:12]	2481
Israel	073	Provide humanitarian aid	Gaza	0fe98ab637f9b41e821624a1494e7676	[3:10:13]	2482
Russia	072	Provide military aid	Iran	e514e961f9c121d0f268598672a98e28	[1:0:5]	2483
President Reagan	072	Provide military aid	Israel	41fdbcdb86e8ce3057d6998584fdc202	[5:16:19]	2484
Iran	072	Provide military aid	S-300 missiles from Russia	81a5f4adb47f4bb2697664aeeca18e5b	[1:0:2]	2485
Gholam Abbas Arbab Khaless	071	Provide economic aid	Industry and tourism sectors	e25fe1e2e8990a358c146c1592a7d5a4	[1:0:0]	2486
Iran	072	Provide military aid	arming regional proxies	9f2ce31871cdc58053e41100c563e907	[5:18:21]	2487
Russia	072	Provide military aid	Iranian-backed Shiite militias in Iraq	9f2ce31871cdc58053e41100c563e907	[6:22:24]	2488
World powers	071	Provide economic aid	Iran	46586b097069addbf9773e772185b330	[2:5:8]	2489
United States	072	Provide military aid	Iraqi Army	bb99a0b97559b301f86b3abfb4078110	[1:0:1]	2490
International Coalition	072	Provide military aid	Iraqi Army	bb99a0b97559b301f86b3abfb4078110	[3:4:5]	2491
Sweden	071	Provide economic aid	Palestine	ff968c7cf9315a638c3881e60172dcbd	[6:22:23]	2492
Turkish delegation	073	Provide humanitarian aid	Gaza Strip	d8e09cd2c3c4a75dfd402d5026349467	[2:4:6]	2493
United States and the European Union	071	Provide economic aid	Iran	4021082c0d63ba0838addedb45ea49f0	[1:0:2]	2494
Africa's three major regional economic committees (RECs)	071	Provide economic aid	Africa	4c28c1c080013f64a82efcbe4cab9347	[1:0:3]	2495
Egypt	071	Provide economic aid	African Development Bank	4c28c1c080013f64a82efcbe4cab9347	[3:8:11]	2496
Israel	071	Provide economic aid	Gaza	76c38e4ddb07412bf1c7d13f5df13300	[1:0:2]	2497
Ayatollah Ali Khamenei	072	Provide military aid	Shiite militia groups in Iraq	3d41f4ab725f0e34afa9186a9ceba83d	[2:2:3]	2498
Saudi Arabia	071	Provide economic aid	Iran	4dd0da3afa369516f4a984038247079c	[1:0:3]	2499
Israel	073	Provide humanitarian aid	Gaza Strip	1da0d70fc0bbfe984f748a3f1b146622	[1:0:4]	2500
Russia	072	Provide military aid	Syria	4bab4312156756c59450d6acb3dc3e67	[1:0:3]	2501
U.S.	072	Provide military aid	Iraq	0f82720360c32dcb80d0dbf41ebbea62	[3:7:9]	2502
Iran	071	Provide economic aid	Azerbaijan	2e11ee785fa421512772bdb610c0d580	[1:0:4]	2503
U.S.-led coalition	072	Provide military aid	Iraqi government forces	3ffdda6361cb6ae1f49dbb34d6025076	[1:0:4]	2504
Iran	070	Provide aid	Parchin nuclear site	94d99e5f77fa56630b0e59e2f8947bff	[2:5:9]	2505
France	070	Provide aid	Palestinian Authority	4bf3f3ea4a7355da4077669e279e6075	[1:0:2]	2506
UN	070	Provide aid	Palestinian Arab State	4bf3f3ea4a7355da4077669e279e6075	[3:5:6]	2507
Palestinian Authority	071	Provide economic aid	stabbing campaign	4bf3f3ea4a7355da4077669e279e6075	[8:17:18]	2508
Qassem Soleimani	072	Provide military aid	Badr militia	5386f46d40b275ce401fdb04cdaabbe1	[1:0:3]	2509
US-led coalition	072	Provide military aid	Tikrit operation	90c8148816b55ad9dbed9fc48b26224a	[3:8:11]	2510
US administration	072	Provide military aid	Israel	08085d4688ba4cab22a6108c189e6a1c	[2:2:3]	2511
Washington	1013	Demand judicial cooperation	Israel	08085d4688ba4cab22a6108c189e6a1c	[6:11:12]	2512
Iran	1051	Demand easing of administrative sanctions	Petrotel refinery	6a9296545e805b1e55e9ffe0ca368e11	[1:0:0]	2513
Iran	071	Provide economic aid	Central Asian countries	7b9c01ee960d08e6d1b7c67d5ceb0ef1	[1:0:5]	2514
Iran	071	Provide economic aid	Pakistan	7b9c01ee960d08e6d1b7c67d5ceb0ef1	[1:0:5]	2515
Iran	070	Provide aid	International Atomic Energy Agency (IAEA) with photos and videos	1f58ac3627928abaded6b0dc6c746ea8	[3:7:10]	2516
Energy Department	1123	Accuse of aggression	Iran	1d46948fa25c132ea974a5a9dd8bacd5	[2:3:5]	2517
Iran	070	Provide aid	International Atomic Energy Agency	1b840423d6169981aa0ae52ae24d2da3	[3:8:11]	2518
Iran and China	1245	Refuse to allow non-mediatory international involvement	each other	6a292564cc5fbac1cd105dd38bc091b3	[3:8:11]	2519
Tehran	070	Provide aid	Russia	6a292564cc5fbac1cd105dd38bc091b3	[6:20:22]	2520
Iran	072	Provide military aid	Iraq	57f0b2106911e78588cbda6ac4167a36	[1:0:2]	2521
Iran	070	Provide aid	IAEA	def6d0ec872d305332520a95758d1fd9	[0:0:0]	2522
Iran	1412	Demonstrate or rally for policy change	IAEA	def6d0ec872d305332520a95758d1fd9	[4:10:13]	2523
United States	072	Provide military aid	Iraq	a66bff7fdefbceff9f1baff1d5c8ce6d	[1:0:4]	2524
OPEC	071	Provide economic aid	Market	837a068a3e7fb803b0c2fcca5b9affe0	[3:7:9]	2525
Israel	070	Provide aid	Russia	ee3114e446d21ef0913fe5bff5f9657a	[0:0:0]	2526
Egyptian Ministry of Interior	070	Provide aid	Cambridge University PhD student Giulio Regeni	b3bc168b40486a6fa835e3c390600d8d	[1:0:3]	2527
Egyptian police	070	Provide aid	Italian investigative delegation working on Regeni’s case	b3bc168b40486a6fa835e3c390600d8d	[4:12:15]	2528
Venezuelan Ambassador to the UN Rafael Ramirez	070	Provide aid	the Jewish people (by apologizing)	adc6ea30a8edf8e817b9086066f80485	[1:0:4]	2529
Iran	071	Provide economic aid	IAEA	dca1fa1be776a82a8af876f78d507d5c	[4:12:15]	2530
Land Authority in the Gaza Strip	071	Provide economic aid	Hamas government employees	a7acd64c441e816dc50f5b09fc7948c1	[1:0:2]	2531
Hamas government	071	Provide economic aid	Government employees	a7acd64c441e816dc50f5b09fc7948c1	[2:3:4]	2532
Land Authority	071	Provide economic aid	Gaza government employees	a7acd64c441e816dc50f5b09fc7948c1	[5:9:11]	2533
Azerbaijan	071	Provide economic aid	Iran	b8033708b32477301ed9781e56f93f41	[3:11:13]	2534
Iran	1056	Demand de-escalation of military engagement	Azerbaijan	b8033708b32477301ed9781e56f93f41	[3:11:13]	2535
Iran	071	Provide economic aid	Sanction relief in exchange for nuclear program limits	571c8cee6cfb2a28d1fa8a16c55d9011	[2:5:8]	2536
Iran	072	Provide military aid	Syria	5a19cfb3219af326407d3f15059f8155	[1:0:2]	2537
American Jewish NGO Amaliah	073	Provide humanitarian aid	Syrian civilians	5a19cfb3219af326407d3f15059f8155	[6:17:19]	2538
Nusra Front, Islamic State	073	Provide humanitarian aid	Syrian population	5a19cfb3219af326407d3f15059f8155	[6:17:19]	2539
Shell	071	Provide economic aid	Iran’s Ibn-e Sina project	a69aff8ef0cd9ef5f10213e2d358803c	[2:7:9]	2540
Turkish Aid Ship	073	Provide humanitarian aid	Gaza	0e7bde39fb143b8f585e186c45ab438e	[0:0:0]	2541
Turkey	073	Provide humanitarian aid	Gaza	0e7bde39fb143b8f585e186c45ab438e	[1:0:2]	2542
Israel	070	Provide aid	Turkey	0e7bde39fb143b8f585e186c45ab438e	[1:0:2]	2543
France	070	Provide aid	Palestine	12110b2f13f944e9b9d5cb5c36aa054d	[5:16:18]	2544
UK	070	Provide aid	Palestine	12110b2f13f944e9b9d5cb5c36aa054d	[5:16:18]	2545
Europe	070	Provide aid	Palestine	12110b2f13f944e9b9d5cb5c36aa054d	[5:16:18]	2546
U.S.	072	Provide military aid	Iraq	c7a6087da2c138c620ef35cdd6f7151b	[2:2:3]	2547
Iran	071	Provide economic aid	OMV Group	e227a60b60ad714ae2f98965fe555286	[1:0:2]	2548
Russia	1423	Conduct hunger strike for rights	Iran	6da32326babf661f3c2b33fb8c9d0663	[1:0:4]	2549
Iran	071	Provide economic aid	Hungary	17efe4e058528b81c74fad925323d6e7	[2:4:6]	2550
France	070	Provide aid	Palestine by recognizing Palestinian state	e955275acdd964a1449c4145f89ccf1f	[4:7:8]	2551
France	070	Provide aid	Muslim causes by supporting Palestinian statehood	e955275acdd964a1449c4145f89ccf1f	[5:9:10]	2552
Prime Minister Benjamin Netanyahu	070	Provide aid	American congressmen	6d395649f102b3230fcd4e47e243c5fa	[6:13:14]	2553
Iran-backed Shiite militia	072	Provide military aid	Pro-government force	99936217e9a06a54a121c7cf2d7a43e6	[1:0:9]	2554
Russia	072	Provide military aid	Iran	f69c52c18f9e9ae2cca932e716f00d73	[1:0:3]	2555
Israel	070	Provide aid	Prime Minister Erdogan	821f136b0a449377a102407f13dd502a	[2:1:17]	2556
Hillary Clinton	071	Provide economic aid	Gulf allies	3fdcecf31b4812f472b20731d6e2b7b4	[4:6:6]	2557
President Barack Obama	1622	Reduce or stop military assistance	Israel's security	43dd75fba0fa4e093dbb92e468461944	[4:7:9]	2558
US-led coalition	070	Provide aid	Iraq (implied as not carrying out airstrikes)	ad252af9407719257fd1ff723dc8ff2f	[3:8:10]	2559
Iran	072	Provide military aid	International Atomic Energy Agency	4d4a06529acc4e7847d81b791d91b365	[0:0:0]	2560
Russia	072	Provide military aid	Iran	f08cb3a2808d115eeb995d09a0c2fe61	[1:0:4]	2561
Iran	070	Provide aid	Russia	f08cb3a2808d115eeb995d09a0c2fe61	[2:5:7]	2562
Turkish President Recep Tayyip Erdogan	070	Provide aid	Israel	757293df7b015be15c27ae1be5737247	[3:7:8]	2563
Tehran	070	Provide aid	IAEA by giving information	cb5f166bc7a1957f7090c897e063234b	[6:18:20]	2564
Iran	072	Provide military aid	Iraq	d5f403408ad7b7e000312e8641f4e453	[1:0:3]	2565
UN	073	Provide humanitarian aid	Iraq	0342b2687d9fb9120f23f72cf3b84460	[1:0:4]	2566
Senator Warren Austin	070	Provide aid	Article 42 under U.N. Charter	95be44784821b4e7d676966a69de3c6f	[3:5:9]	2567
The international community	070	Provide aid	Iran	17521f48d77506f8b5dc0b6245e4dcf8	[4:12:13]	2568
Egypt	071	Provide economic aid	New and Renewable Energy Authority (NREA)	f0929a80d2e4a25adfb7708a9803b9f8	[1:0:2]	2569
Israel	0233	Appeal for humanitarian aid	Gaza	45def2cabe38566fe50b42d363ca1506	[1:0:0]	2570
Israel	071	Provide economic aid	Ramallah	45def2cabe38566fe50b42d363ca1506	[1:0:0]	2571
Turkey	071	Provide economic aid	Palestinians	45def2cabe38566fe50b42d363ca1506	[1:0:0]	2572
Israel	071	Provide economic aid	Jenin industrial zone	45def2cabe38566fe50b42d363ca1506	[1:0:0]	2573
Turkey	073	Provide humanitarian aid	Gaza	45def2cabe38566fe50b42d363ca1506	[2:1:3]	2574
Israel	071	Provide economic aid	Jenin industrial zone	45def2cabe38566fe50b42d363ca1506	[3:4:6]	2575
Israel	071	Provide economic aid	Jenin industrial zone	45def2cabe38566fe50b42d363ca1506	[4:7:9]	2576
National Iranian Oil Company (NIOC)	071	Provide economic aid	neighboring countries	ff219009cbdd5bfd83334fb77df39d5b	[1:0:3]	2577
Egypt	070	Provide aid	Italy	298191efed342ee63070e8068ea82840	[1:0:3]	2578
Security Council	070	Provide aid	panel of experts	a648e8a6a69a24ee7086b22ed9cc5499	[2:4:5]	2579
Iran	072	Provide military aid	Iraq's Kurdistan regional government	a648e8a6a69a24ee7086b22ed9cc5499	[5:12:14]	2580
Iran	072	Provide military aid	Houthi Shiite rebels in Yemen	a648e8a6a69a24ee7086b22ed9cc5499	[6:15:15]	2581
Iran	071	Provide economic aid	European oil market	c8e6d5867a06723580868063b2bb48d1	[4:7:9]	2582
Hamas	071	Provide economic aid	civil servants	efaacdd8e41b05ac4966dc601da659e6	[0:0:0]	2583
Hamas	071	Provide economic aid	civil servants	efaacdd8e41b05ac4966dc601da659e6	[3:7:9]	2584
Gulf Arab state of Qatar	071	Provide economic aid	Hamas employees in Gaza	efaacdd8e41b05ac4966dc601da659e6	[6:16:19]	2585
Turkey	071	Provide economic aid	Gaza	efaacdd8e41b05ac4966dc601da659e6	[7:20:22]	2586
Turkey	073	Provide humanitarian aid	Gaza	70bb7bd4c7fd2111bf391ae82ee850e6	[0:0:0]	2587
Turkey	073	Provide humanitarian aid	Gaza	70bb7bd4c7fd2111bf391ae82ee850e6	[2:3:7]	2588
Democratic Senator Barbara Mikulski	074	Provide military protection or peacekeeping	Obama’s promised veto	edd215c33552e4381c2d1f5b06f9a594	[4:11:14]	2589
Iraq	071	Provide economic aid	war on Daesh militants	bc2578603459fba7d3487b33b24fb402	[3:6:9]	2590
Islamic Jihad	072	Provide military aid	Gaza terror groups	ad4085a49927e5a004924e55eecb3147	[4:12:15]	2591
Islamic Jihad	072	Provide military aid	Young recruits	ad4085a49927e5a004924e55eecb3147	[5:16:19]	2592
Saudi Arabia	071	Provide economic aid	China	bdebf5583a2e1ceb989cac88c45f3619	[1:0:1]	2593
United States	071	Provide economic aid	Iran	bdebf5583a2e1ceb989cac88c45f3619	[1:0:1]	2594
Russia	072	Provide military aid	Assad	64cec20f3e46dc45d8f66edb02207190	[5:18:22]	2595
US-led international alliance	072	Provide military aid	Iraqi soldiers	2c38ded3b682c20f243f76ecfaf27c8f	[1:0:2]	2596
Ramallah’s French-German Cultural Center	073	Provide humanitarian aid	Gaza	6ad9530bdf7b5d3c87c5c063704787db	[1:0:2]	2597
U.S. and other world powers	071	Provide economic aid	Iran	6d34826ba2dc640eb35fe8c961db1697	[4:9:11]	2598
Iran	070	Provide aid	United Nations officials	88cff806bee0754c357e2837b3f7e1fb	[0:0:0]	2599
Iran	070	Provide aid	United Nations officials	88cff806bee0754c357e2837b3f7e1fb	[1:0:2]	2600
UAE	071	Provide economic aid	Egypt	98b7a29787c074de1e2dc593e3fae49e	[1:0:2]	2601
Iran	070	Provide aid	Turkey	506c2f98b17fa60cb998468703682e09	[1:0:0]	2602
Israel	0311	Express intent to cooperate economically	Gaza Strip	f5034f1a33d03ee047d865b9e88b508e	[1:0:2]	2603
Iran	071	Provide economic aid	South Korean companies	3c01b4e76d55a68c1420583139f27732	[1:0:0]	2604
Israeli President Reuven Rivlin	070	Provide aid	Turkish people	79340714ed58c073c1a327375334f59b	[2:4:6]	2605
Turkey	070	Provide aid	Israel	79340714ed58c073c1a327375334f59b	[6:16:17]	2606
China	070	Provide aid	the Mideast	d54ec507befcde239fd281627dec8ad2	[0:0:0]	2607
Chinese President Xi Jinping	073	Provide humanitarian aid	Syria	d54ec507befcde239fd281627dec8ad2	[3:8:9]	2608
Chinese President Xi Jinping	0311	Express intent to cooperate economically	Libya	d54ec507befcde239fd281627dec8ad2	[3:8:9]	2609
Chinese President Xi Jinping	073	Provide humanitarian aid	Yemen	d54ec507befcde239fd281627dec8ad2	[3:8:9]	2610
Chinese President Xi Jinping	073	Provide humanitarian aid	Lebanon	d54ec507befcde239fd281627dec8ad2	[3:8:9]	2611
Chinese President Xi Jinping	073	Provide humanitarian aid	Jordan	d54ec507befcde239fd281627dec8ad2	[3:8:9]	2612
President Barack Obama	072	Provide military aid	Israel	dc726e3aed758bbdc04f4141e255776c	[4:9:10]	2613
Russia	070	Provide aid	Israel	ebda9e0959aa10d39aa893a2485cda7f	[0:0:0]	2614
Russian government	070	Provide aid	Israel	ebda9e0959aa10d39aa893a2485cda7f	[1:0:1]	2615
Russian President Vladimir Putin	072	Provide military aid	Assad regime	d5cf4e27ec34b95b8d03dcc9b3c7aa31	[1:0:2]	2616
Turkey	073	Provide humanitarian aid	Gaza	4c43ea094dd37d9358b698dd0e3589ef	[0:0:0]	2617
Turkey	073	Provide humanitarian aid	children in Gaza	4c43ea094dd37d9358b698dd0e3589ef	[1:0:2]	2618
United States	070	Provide aid	Russia	fcf75a2e658acd80cb619bc51bbc38d6	[1:0:3]	2619
Iran	070	Provide aid	IAEA	3663c8632858e08f36a187b617af0ef2	[0:0:0]	2620
U.S.-led air strikes	072	Provide military aid	Iraqi Government	0a7d40b983cff83fe4422a3478574d46	[1:0:3]	2621
Egyptian authorities	070	Provide aid	Italian authorities	f9ca59d74c141b9d4fe1ace4dafed036	[2:4:6]	2622
European Union	073	Provide humanitarian aid	Palestinians affected by demolitions	5c5c330b3d94a7515dcfa8f31c3a55b7	[6:23:26]	2623
Saudi Arabia	071	Provide economic aid	Iran	c6d32f06faf733c75ad657659c135d90	[1:0:3]	2624
Hamas	070	Provide aid	Egypt	ed4458bb29a428ab3d3a144948e1c2e9	[3:8:12]	2625
US	072	Provide military aid	Shiia militia fighters	a63229d0821e83dc96b5a51ea231d3b9	[5:7:8]	2626
Egypt	070	Provide aid	Italy	554b571df5eb9efb5f7adfed6f1f10a0	[1:0:2]	2627
Egyptian authorities	0311	Express intent to cooperate economically	Italy	554b571df5eb9efb5f7adfed6f1f10a0	[2:3:8]	2628
European Union	071	Provide economic aid	Egypt	a71cd982f97c8fb2585a1daa883ebd74	[1:0:3]	2629
Israel	073	Provide humanitarian aid	families of the victims of the Mavi Marmara raid	032f71460220f6e313549e5da5ccc047	[4:10:14]	2630
US	0832	Accede to demands for change in policy	Iraq	f573442768661873eb853d0c71da14f2	[2:3:5]	2631
Hamas	072	Provide military aid	Young recruits for Liberation Army	8bd851030e9ff5342aed1da504b35fde	[4:7:9]	2632
Islamic State	073	Provide humanitarian aid	Syria	bff29fef3e0b1f2242b15fbb17fe8857	[3:7:9]	2633
Nusra Front	073	Provide humanitarian aid	Syria	bff29fef3e0b1f2242b15fbb17fe8857	[3:7:9]	2634
Amaliah	073	Provide humanitarian aid	Syrians from the Golan Heights	bff29fef3e0b1f2242b15fbb17fe8857	[3:7:9]	2635
Qatar	072	Provide military aid	Syrian rebels	bff29fef3e0b1f2242b15fbb17fe8857	[4:10:11]	2636
Hamas	072	Provide military aid	ISIS	fd8bb90d9486d00d40f21721de510aad	[1:0:2]	2637
ISIS	073	Provide humanitarian aid	Hamas	fd8bb90d9486d00d40f21721de510aad	[2:3:6]	2638
Iran	1123	Accuse of aggression	crude market	ba1838644acab15b4315ceacdc2b94e0	[2:3:6]	2639
Iran	071	Provide economic aid	LNG projects	74ea59015ce9a3695ee6060a61977546	[4:11:15]	2640
United States	071	Provide economic aid	World market	74ea59015ce9a3695ee6060a61977546	[5:16:19]	2641
Iran	072	Provide military aid	Syrian government under President Bashar Al Assad	74197dcaa29c0827ee484ecf4677ac8b	[4:12:14]	2642
Iran	072	Provide military aid	Iraq with Sukhoi Su-25 aircraft	74197dcaa29c0827ee484ecf4677ac8b	[5:15:18]	2643
Major General Qasim Sulaimani	1834	Carry out location bombing	strategy against Daesh	74197dcaa29c0827ee484ecf4677ac8b	[6:19:21]	2644
Iran	071	Provide economic aid	P5+1 group of countries	4d72241ad9f8e2625c7c04d6129eeb38	[3:8:11]	2645
Israel	071	Provide economic aid	families of Turkish citizens	79bf32f61369b7580cee72bec0bce672	[4:11:12]	2646
Turkish ship	073	Provide humanitarian aid	Gaza	4c564f1ea639f2562e8946e4f4d792c6	[0:0:0]	2647
Israel	071	Provide economic aid	families of the Turkish nationals	4c564f1ea639f2562e8946e4f4d792c6	[2:3:5]	2648
Israel	071	Provide economic aid	Gaza Strip	7fd0dfc270823adb1a7c0b74ae1e799a	[1:0:1]	2649
Turkey	073	Provide humanitarian aid	Gaza	c039f55186b2e5f8905bbe2c81840df4	[1:0:3]	2650
Turkey	071	Provide economic aid	Gaza	c039f55186b2e5f8905bbe2c81840df4	[3:10:14]	2651
Israel	071	Provide economic aid	Gaza	c039f55186b2e5f8905bbe2c81840df4	[3:10:14]	2652
Russia	072	Provide military aid	Iran	43e42a9b87605dfdfa868edcdb5437a5	[2:6:9]	2653
Lukoil	071	Provide economic aid	National Iranian Oil Company (NIOC)	fc3608d51291ce4fcee7bf45ec13a0f7	[1:0:3]	2654
National Iranian Oil Company (NIOC)	071	Provide economic aid	DNO	2aef18b484aa50b7192ddbd1d4d4186a	[3:6:7]	2655
U.S.-led coalition	072	Provide military aid	Siege of Amirli	278da7967a179193e754b3565119bdd4	[6:11:13]	2656
Iran	071	Provide economic aid	Azerbaijani investors	321e8727df87cf69356a92fead8389c3	[2:6:10]	2657
UN Security Council	074	Provide military protection or peacekeeping	Lebanon	3cf496077ca5f26d2ca1cd101b42576e	[1:0:1]	2658
Canada	072	Provide military aid	UN force	3cf496077ca5f26d2ca1cd101b42576e	[4:7:9]	2659
Norway	072	Provide military aid	UN force	3cf496077ca5f26d2ca1cd101b42576e	[4:7:9]	2660
Australia	072	Provide military aid	UN force	3cf496077ca5f26d2ca1cd101b42576e	[4:7:9]	2661
Britain	1212	Reject military cooperation	UN force	3cf496077ca5f26d2ca1cd101b42576e	[4:7:9]	2662
U.S.	072	Provide military aid	UN force	3cf496077ca5f26d2ca1cd101b42576e	[4:7:9]	2663
China	072	Provide military aid	Arab governments	77355a116465014673bbe9e25bb9fc1d	[2:5:7]	2664
China	071	Provide economic aid	Iran	05b181de9f9b5bb68073ea29be1fd34e	[1:0:2]	2665
Chinese companies	071	Provide economic aid	Iran	05b181de9f9b5bb68073ea29be1fd34e	[1:0:2]	2666
Iran	071	Provide economic aid	Europe	9cb7ce8645dfb4837151c9ec94616f4b	[1:0:2]	2667
Turkish ship	073	Provide humanitarian aid	Gaza	a11e2151940e853cd868244fe3ed1ef0	[0:0:0]	2668
Iranian military advisers	072	Provide military aid	Iraq	581a2ecdbaabeb94bd3dcc94a285a6c9	[1:0:4]	2669
United States	070	Provide aid	Israel	bfe891e819fa0bd185139af9836f72a7	[1:0:1]	2670
Russian ruler	074	Provide military protection or peacekeeping	Israel	74424bbc4da8f9c39e53e4d65b4a47bc	[2:4:6]	2671
Russian military	072	Provide military aid	Assad regime	74424bbc4da8f9c39e53e4d65b4a47bc	[4:10:11]	2672
Iranian Revolutionary Guards	072	Provide military aid	Assad regime	74424bbc4da8f9c39e53e4d65b4a47bc	[4:10:11]	2673
Turkey	071	Provide economic aid	Gaza	6ab78c27d0324b1d777648fa994c0197	[1:0:2]	2674
Ahmet Varol	071	Provide economic aid	Palestinian territories	6ab78c27d0324b1d777648fa994c0197	[2:3:4]	2675
United States and its allies	072	Provide military aid	Iraqi security forces	a64dc53eda8b22cfabb80696e96b0b31	[1:0:3]	2676
Turkish aid ship	073	Provide humanitarian aid	Gaza	211f317e21656832249cfe4710c84e4f	[0:0:0]	2677
The Turkish Cooperation and Coordination Agency (TIKA)	071	Provide economic aid	Palestine	211f317e21656832249cfe4710c84e4f	[3:7:10]	2678
Damascus	072	Provide military aid	Hezbollah	67becd8f00f9192f4c8bd74a3281521e	[1:0:3]	2679
Tehran	072	Provide military aid	Hezbollah	67becd8f00f9192f4c8bd74a3281521e	[1:0:3]	2680
Azerbaijan	071	Provide economic aid	Iran	8120e9839819da417d93893073fddf4b	[1:0:5]	2681
Senator Brian Schatz	070	Provide aid	Iran nuclear deal	2674c9a657ae1b2f36e37425cb0b0bcc	[3:5:9]	2682
Iran	070	Provide aid	IAEA	3c4f3f5bcfd1208a90fa16033c8b070b	[1:0:2]	2683
WFP Egypt	073	Provide humanitarian aid	Government of Egypt	050f5383b7f783124762c9476ff99aaf	[1:0:2]	2684
WFP Egypt	073	Provide humanitarian aid	vulnerable groups	050f5383b7f783124762c9476ff99aaf	[1:0:2]	2685
WFP	071	Provide economic aid	Ministry of Education	050f5383b7f783124762c9476ff99aaf	[2:3:5]	2686
WFP	071	Provide economic aid	national institutions for food security	050f5383b7f783124762c9476ff99aaf	[2:3:5]	2687
WFP	073	Provide humanitarian aid	Egyptians returning from Libya	050f5383b7f783124762c9476ff99aaf	[2:3:5]	2688
WFP	073	Provide humanitarian aid	Syrian refugees in Egypt	050f5383b7f783124762c9476ff99aaf	[2:3:5]	2689
Government of Pakistan	071	Provide economic aid	Khalifa Coastal Refinery Co Ltd (KCRC)	11db43c0e6f2c7cd9cc83a072f4df5c5	[6:8:8]	2690
Israel	070	Provide aid	Leading Hamas activists	6da0c942316dc3e4600fd0b767722459	[5:10:10]	2691
Iranian businessmen	071	Provide economic aid	banks	982cf58df0871f5a89810ac4cb9bf82c	[4:9:11]	2692
Israel	071	Provide economic aid	Gaza Strip	bd20fc6f4a26fd225e9d5e039f115ceb	[5:15:16]	2693
Iran	071	Provide economic aid	China	ba491c6dac92818ca64505ad81e4c487	[4:5:5]	2694
Iran	071	Provide economic aid	Japan	ba491c6dac92818ca64505ad81e4c487	[4:5:5]	2695
Iran	0342	Express intent to change policy	Shiite militia fighters	b3048657e1cefe180d30c06585d1b16e	[2:2:2]	2696
Iran	072	Provide military aid	Iraq	a5bdb00ab6195207e17bbaef3fa4827f	[2:5:6]	2697
Iran	072	Provide military aid	Hashid Shaabi	a5bdb00ab6195207e17bbaef3fa4827f	[5:16:18]	2698
Iran	072	Provide military aid	Iraq	a5bdb00ab6195207e17bbaef3fa4827f	[8:25:26]	2699
