Actor1Name	EventCode	RelationName	Actor2Name	day	timid	ce_id	Md5	Md5_list	URL	URL_list	atomic_events	timespan	timdiff	relative_time	is_Uniform	is_drop
Egypt	050	Engage in diplomatic cooperation	Islamic State	2017-04-09	780	1169	1ef4141a7e16107bda6498a9f6a1ad10	1ef4141a7e16107bda6498a9f6a1ad10	http://www.globalsecurity.org/security/library/news/2017/04/sec-170409-voa02.htm	['http://www.globalsecurity.org/security/library/news/2017/04/sec-170409-voa02.htm']	91	45	0.0	22.0	True	True
Islamic State	020	Appeal for material cooperation	Egypt	2017-04-09	780	1169	0281d821fc4a4630aa04bb2c6f76ada3	0281d821fc4a4630aa04bb2c6f76ada3	http://www.haaretz.com/middle-east-news/egypt/1.782414	['http://www.haaretz.com/middle-east-news/egypt/1.782414']	91	45	0.0	22.0	True	False
Egypt government	110	Criticize or denounce	Terrorist entities	2017-04-09	780	1169	2ff08c4911bcd61c2a93d524b4723378	2ff08c4911bcd61c2a93d524b4723378, 535fd766cdcbfa69bf161db3b5ed443b	http://www.naharnet.com/stories/en/228208-palm-sunday-church-bombing-kills-22-in-egypt	['http://www.naharnet.com/stories/en/228208-palm-sunday-church-bombing-kills-22-in-egypt', 'https://www.dailysabah.com/mideast/2017/04/09/21-killed-in-bomb-attack-on-egyptian-church']	91	45	0.0	22.0	True	False
Egypt	080	Yield	Terrorist entities	2017-04-09	780	1169	5c8ac9de62f865b0a7999e54372391b4	5c8ac9de62f865b0a7999e54372391b4	https://www.rt.com/news/384103-egypt-explosion-coptic-alexandria/	['https://www.rt.com/news/384103-egypt-explosion-coptic-alexandria/']	91	45	0.0	22.0	True	True
Islamic State	010	Decline comment	Egypt	2017-04-09	780	1169	d10f74b67ac69e0b1b083e1ecb06928f	d10f74b67ac69e0b1b083e1ecb06928f, 84fafa1d264967e4386775289dfa56a7	http://www.timesofisrael.com/islamic-state-group-claims-bloody-egypt-church-bombings/	['http://www.timesofisrael.com/islamic-state-group-claims-bloody-egypt-church-bombings/', 'http://www.huffingtonpost.com/entry/explosion-at-egypt-nile-delta-church_us_58ea1865e4b00de141040460']	91	45	0.0	22.0	True	True
Egypt	010	Decline comment	Islamist militants	2017-04-09	780	1169	cf2bcfaff764b12b4dcf05e05c82c1e9	cf2bcfaff764b12b4dcf05e05c82c1e9	http://www.vosizneias.com/267047/2017/04/09/egypt-second-palm-sunday-bombing-in-egypt/	['http://www.vosizneias.com/267047/2017/04/09/egypt-second-palm-sunday-bombing-in-egypt/']	91	45	0.0	22.0	True	False
Terrorist entities	020	Appeal for material cooperation	Egypt government	2017-04-09	780	1169	2ff08c4911bcd61c2a93d524b4723378	2ff08c4911bcd61c2a93d524b4723378	http://www.naharnet.com/stories/en/228208-palm-sunday-church-bombing-kills-22-in-egypt	['http://www.naharnet.com/stories/en/228208-palm-sunday-church-bombing-kills-22-in-egypt']	91	45	0.0	22.0	True	False
Egypt	060	Cooperate militarily	Islamic State	2017-04-09	780	1169	1ef4141a7e16107bda6498a9f6a1ad10	1ef4141a7e16107bda6498a9f6a1ad10, 0281d821fc4a4630aa04bb2c6f76ada3	http://www.globalsecurity.org/security/library/news/2017/04/sec-170409-voa02.htm	['http://www.globalsecurity.org/security/library/news/2017/04/sec-170409-voa02.htm', 'http://www.haaretz.com/middle-east-news/egypt/1.782414']	91	45	0.0	22.0	True	True
Egyptian police	060	Engage in judicial cooperation	Suicide bomber	2017-04-09	780	1169	6fe642cc4e673b6709814e7dcfd5604f	6fe642cc4e673b6709814e7dcfd5604f	http://english.ahram.org.eg/NewsContent/1/64/262590/Egypt/Politics-/Three-Egyptian-police-died-preventing-suicide-bomb.aspx	['http://english.ahram.org.eg/NewsContent/1/64/262590/Egypt/Politics-/Three-Egyptian-police-died-preventing-suicide-bomb.aspx']	91	45	0.0	22.0	True	False
Egypt government	110	Criticize or denounce	Unknown actors	2017-04-09	780	1169	7bfc8bd17dce82d61158da206c43715c	7bfc8bd17dce82d61158da206c43715c	http://www.eurasiareview.com/09042017-egypt-second-church-bombing-kills-at-least-11/	['http://www.eurasiareview.com/09042017-egypt-second-church-bombing-kills-at-least-11/']	91	45	0.0	22.0	True	True
Egypt government	090	Investigate crime, corruption	Terrorist entities	2017-04-09	780	1169	9aa11e3a3fa894771ed30138380ff75b	9aa11e3a3fa894771ed30138380ff75b	http://freerepublic.com/focus/f-news/3542541/posts	['http://freerepublic.com/focus/f-news/3542541/posts']	91	45	0.0	22.0	True	False
Egypt government	110	Criticize or denounce	Unknown group	2017-04-09	780	1169	8aacb79643cc05f8cb2a6b8b2a5fd15c	8aacb79643cc05f8cb2a6b8b2a5fd15c	http://www.albawaba.com/news/least-11-dead-following-second-explosion-egypt-960668	['http://www.albawaba.com/news/least-11-dead-following-second-explosion-egypt-960668']	91	45	0.0	22.0	True	False
Terrorist entities	020	Appeal for material cooperation	Egypt	2017-04-09	780	1169	0281d821fc4a4630aa04bb2c6f76ada3	0281d821fc4a4630aa04bb2c6f76ada3	http://www.haaretz.com/middle-east-news/egypt/1.782414	['http://www.haaretz.com/middle-east-news/egypt/1.782414']	91	45	0.0	22.0	True	False
Egypt	010	Make public statement	IS militants	2017-04-09	780	1169	4a8d750cee304209a9752d2274a8aa17	4a8d750cee304209a9752d2274a8aa17	https://tribune.com.pk/story/1378931/least-13-killed-42-injured-explosion-inside-church-egypts-nile-delta/	['https://tribune.com.pk/story/1378931/least-13-killed-42-injured-explosion-inside-church-egypts-nile-delta/']	91	45	0.0	22.0	True	True
Suicide bomber	020	Make an appeal or request	Egyptian police	2017-04-09	780	1169	6fe642cc4e673b6709814e7dcfd5604f	6fe642cc4e673b6709814e7dcfd5604f	http://english.ahram.org.eg/NewsContent/1/64/262590/Egypt/Politics-/Three-Egyptian-police-died-preventing-suicide-bomb.aspx	['http://english.ahram.org.eg/NewsContent/1/64/262590/Egypt/Politics-/Three-Egyptian-police-died-preventing-suicide-bomb.aspx']	91	45	0.0	22.0	True	False
Pope Tawadros II	050	Engage in diplomatic cooperation	Egypt government	2017-04-10	781	1169	68415a646f29b82d0199571012a233fa	68415a646f29b82d0199571012a233fa	http://english.ahram.org.eg/NewsContent/1/64/262601/Egypt/Politics-/Egypt-shook-by-deadliest-attack-against-Christians.aspx	['http://english.ahram.org.eg/NewsContent/1/64/262601/Egypt/Politics-/Egypt-shook-by-deadliest-attack-against-Christians.aspx']	91	45	1.0	23.0	True	False
Daesh	010	Decline comment	Egypt	2017-04-10	781	1169	9a51d52f6e0e52c78cc402013dd24547	9a51d52f6e0e52c78cc402013dd24547	https://sputniknews.com/middleeast/201704091052464951-daesh-tanta-alexandria-church-attacks/	['https://sputniknews.com/middleeast/201704091052464951-daesh-tanta-alexandria-church-attacks/']	91	45	0.0	23.0	True	True
Egypt	020	Appeal for material cooperation	Coptic Church	2017-04-10	781	1169	f907a1367f44c77e865e788d7552efb9	f907a1367f44c77e865e788d7552efb9	http://www.arabnews.com/node/1082276/world	['http://www.arabnews.com/node/1082276/world']	91	45	0.0	23.0	True	False
Terrorist entities	020	Appeal for material cooperation	Egypt	2017-04-10	781	1169	f60cc38e0231c5492959aad798465c90	f60cc38e0231c5492959aad798465c90	http://www.ibtimes.com/isis-bombing-easter-palm-sunday-egypt-islamic-state-bombings-leave-christians-2523297	['http://www.ibtimes.com/isis-bombing-easter-palm-sunday-egypt-islamic-state-bombings-leave-christians-2523297']	91	45	0.0	23.0	True	True
Egyptian President Abdel Fattah al-Sisi	010	Decline comment	Egypt government	2017-04-11	782	1169	aa8bfd5f67102eb7874bdfb5a39ab271	aa8bfd5f67102eb7874bdfb5a39ab271	https://www.yahoo.com/news/families-gather-egypt-church-attack-state-emergency-approved-065130532.html	['https://www.yahoo.com/news/families-gather-egypt-church-attack-state-emergency-approved-065130532.html']	91	45	1.0	24.0	True	True
Egypt	090	Investigate crime, corruption	Islamic State	2017-04-11	782	1169	6ea81595f8cf19d246f40f07e4bcf1d4	6ea81595f8cf19d246f40f07e4bcf1d4	http://english.ahram.org.eg/NewsContent/1/64/262758/Egypt/Politics-/Egyptian-authorities-identify-suspects-in-Palm-Sun.aspx	['http://english.ahram.org.eg/NewsContent/1/64/262758/Egypt/Politics-/Egyptian-authorities-identify-suspects-in-Palm-Sun.aspx']	91	45	0.0	24.0	True	True
Daesh	060	Cooperate economically	Egypt	2017-04-11	782	1169	7ae0b34132028f329062382ab832f2cf	7ae0b34132028f329062382ab832f2cf	http://www.arabnews.com/node/1082536/middle-east	['http://www.arabnews.com/node/1082536/middle-east']	91	45	0.0	24.0	True	False
Egypt	060	Cooperate militarily	Islamic State (ISIS)	2017-04-12	783	1169	bdb9dac4e975ea2dd217d1b4d4fce1f0	bdb9dac4e975ea2dd217d1b4d4fce1f0	http://news.trust.org/item/20170412053714-mbxt2	['http://news.trust.org/item/20170412053714-mbxt2']	91	45	1.0	25.0	True	True
Egypt	180	Carry out suicide bombing	Islamic State (ISIS)	2017-04-12	783	1169	bdb9dac4e975ea2dd217d1b4d4fce1f0	bdb9dac4e975ea2dd217d1b4d4fce1f0	http://news.trust.org/item/20170412053714-mbxt2	['http://news.trust.org/item/20170412053714-mbxt2']	91	45	0.0	25.0	True	True
Egypt government	110	Criticize or denounce	Islamic State	2017-04-12	783	1169	fa46c9d24e08272f6cebe64e10283cfb	fa46c9d24e08272f6cebe64e10283cfb	http://www.haaretz.com/middle-east-news/egypt/1.782944	['http://www.haaretz.com/middle-east-news/egypt/1.782944']	91	45	0.0	25.0	True	False
Egypt	010	Decline comment	Islamic State (ISIS)	2017-04-12	783	1169	bdb9dac4e975ea2dd217d1b4d4fce1f0	bdb9dac4e975ea2dd217d1b4d4fce1f0	http://news.trust.org/item/20170412053714-mbxt2	['http://news.trust.org/item/20170412053714-mbxt2']	91	45	0.0	25.0	True	True
Terrorist entities	180	Carry out suicide bombing	Egypt	2017-04-12	783	1169	d4d5141ae2e495cb22f70b0f2db8688a	d4d5141ae2e495cb22f70b0f2db8688a	http://www.newsweek.com/what-isis-want-egypt-killing-44-church-bombings-582262	['http://www.newsweek.com/what-isis-want-egypt-killing-44-church-bombings-582262']	91	45	0.0	25.0	True	False
Terrorist entities	020	Make an appeal or request	Egypt	2017-04-12	783	1169	d4d5141ae2e495cb22f70b0f2db8688a	d4d5141ae2e495cb22f70b0f2db8688a	http://www.newsweek.com/what-isis-want-egypt-killing-44-church-bombings-582262	['http://www.newsweek.com/what-isis-want-egypt-killing-44-church-bombings-582262']	91	45	0.0	25.0	True	False
Terrorist entities	060	Engage in material cooperation	Egypt	2017-04-12	783	1169	d4d5141ae2e495cb22f70b0f2db8688a	d4d5141ae2e495cb22f70b0f2db8688a	http://www.newsweek.com/what-isis-want-egypt-killing-44-church-bombings-582262	['http://www.newsweek.com/what-isis-want-egypt-killing-44-church-bombings-582262']	91	45	0.0	25.0	True	False
Egypt	010	Decline comment	Islamic State	2017-04-12	783	1169	fa46c9d24e08272f6cebe64e10283cfb	fa46c9d24e08272f6cebe64e10283cfb	http://www.haaretz.com/middle-east-news/egypt/1.782944	['http://www.haaretz.com/middle-east-news/egypt/1.782944']	91	45	0.0	25.0	True	False
Terrorist entities	180	Carry out suicide bombing	Egypt	2017-04-13	784	1169	9638b51481f8c09aa18c49c40ef087c4	9638b51481f8c09aa18c49c40ef087c4	https://www.yahoo.com/news/egypt-says-second-church-bomber-identified-sisi-pledge-193934007.html	['https://www.yahoo.com/news/egypt-says-second-church-bomber-identified-sisi-pledge-193934007.html']	91	45	1.0	26.0	True	False
Egypt	010	Decline comment	Islamic State	2017-04-13	784	1169	df31b18c2d1dc8c0e3057e9836d8a9a6	df31b18c2d1dc8c0e3057e9836d8a9a6	http://www.reuters.com/article/us-egypt-violence-tanta-idUSKBN17F2DN	['http://www.reuters.com/article/us-egypt-violence-tanta-idUSKBN17F2DN']	91	45	0.0	26.0	True	True
Egypt	020	Appeal for material cooperation	Terrorist entities	2017-04-13	784	1169	9638b51481f8c09aa18c49c40ef087c4	9638b51481f8c09aa18c49c40ef087c4	https://www.yahoo.com/news/egypt-says-second-church-bomber-identified-sisi-pledge-193934007.html	['https://www.yahoo.com/news/egypt-says-second-church-bomber-identified-sisi-pledge-193934007.html']	91	45	0.0	26.0	True	False
HRW	090	Investigate human rights abuses	Egypt government	2017-04-13	784	1169	df47026b43cdacc29d065930412438a6	df47026b43cdacc29d065930412438a6	https://www.middleeastmonitor.com/20170413-hrw-insufficient-church-security-in-spite-of-threats-in-egypt/	['https://www.middleeastmonitor.com/20170413-hrw-insufficient-church-security-in-spite-of-threats-in-egypt/']	91	45	0.0	26.0	True	False
Egypt	010	Decline comment	Daesh	2017-04-14	785	1169	6900478ad560fd144c7e178d8d5d58fe	6900478ad560fd144c7e178d8d5d58fe	http://www.arabnews.com/node/1084136/middle-east	['http://www.arabnews.com/node/1084136/middle-east']	91	45	1.0	27.0	True	True
Egyptian President Abdel Fattah al-Sisi	110	Criticize or denounce	Terrorist entities	2017-04-14	785	1169	ca249a0458c37c839da88f064f7e83f2	ca249a0458c37c839da88f064f7e83f2	https://www.thenews.com.pk/print/198504-Sisi-vows-to-hunt-down-Egypt-church-bombers	['https://www.thenews.com.pk/print/198504-Sisi-vows-to-hunt-down-Egypt-church-bombers']	91	45	0.0	27.0	True	False
Egypt	010	Decline comment	Terrorist entities	2017-04-14	785	1169	ca249a0458c37c839da88f064f7e83f2	ca249a0458c37c839da88f064f7e83f2	https://www.thenews.com.pk/print/198504-Sisi-vows-to-hunt-down-Egypt-church-bombers	['https://www.thenews.com.pk/print/198504-Sisi-vows-to-hunt-down-Egypt-church-bombers']	91	45	0.0	27.0	True	False
Egypt	060	Engage in judicial cooperation	Pope Francis	2017-04-18	789	1169	3008c52b2a6205bfdd04c48f2c08ddd2	3008c52b2a6205bfdd04c48f2c08ddd2	https://sputniknews.com/news/201704181052757374-attack-christian-church-kills-one/	['https://sputniknews.com/news/201704181052757374-attack-christian-church-kills-one/']	91	45	4.0	31.0	True	False
Egypt	060	Cooperate militarily	Unknown actors	2017-04-18	789	1169	2485042ef5c080c085ef404cedac23ca	2485042ef5c080c085ef404cedac23ca	http://news.xinhuanet.com/english/2017-04/19/c_136218827.htm	['http://news.xinhuanet.com/english/2017-04/19/c_136218827.htm']	91	45	0.0	31.0	True	False
Egypt	190	Fight with small arms and light weapons	Unknown actors	2017-04-18	789	1169	c18dbbae601278979e00ef54add469d4	c18dbbae601278979e00ef54add469d4	http://english.ahram.org.eg/NewsContent/1/64/265205/Egypt/Politics-/One-policeman-killed,--injured-in-attack-on-Egypts.aspx	['http://english.ahram.org.eg/NewsContent/1/64/265205/Egypt/Politics-/One-policeman-killed,--injured-in-attack-on-Egypts.aspx']	91	45	0.0	31.0	True	False
Egypt	060	Engage in material cooperation	Islamic State	2017-04-18	789	1169	489d86a990070ba96d6fa417cd416000	489d86a990070ba96d6fa417cd416000	http://www.dw.com/en/policeman-killed-in-gun-attack-near-egypts-st-catherines-monastery/a-38479367	['http://www.dw.com/en/policeman-killed-in-gun-attack-near-egypts-st-catherines-monastery/a-38479367']	91	45	0.0	31.0	True	False
Egypt	060	Cooperate militarily	Daesh	2017-04-18	789	1169	3008c52b2a6205bfdd04c48f2c08ddd2	3008c52b2a6205bfdd04c48f2c08ddd2	https://sputniknews.com/news/201704181052757374-attack-christian-church-kills-one/	['https://sputniknews.com/news/201704181052757374-attack-christian-church-kills-one/']	91	45	0.0	31.0	True	False
Egypt	050	Engage in diplomatic cooperation	Pope Francis	2017-04-18	789	1169	3008c52b2a6205bfdd04c48f2c08ddd2	3008c52b2a6205bfdd04c48f2c08ddd2	https://sputniknews.com/news/201704181052757374-attack-christian-church-kills-one/	['https://sputniknews.com/news/201704181052757374-attack-christian-church-kills-one/']	91	45	0.0	31.0	True	False
Egypt	010	Decline comment	Daesh	2017-04-19	790	1169	bf6ff59a1538321f440ddca1af338483	bf6ff59a1538321f440ddca1af338483	http://www.jordantimes.com/news/region/policeman-killed-attack-near-egypt%E2%80%99s-st-catherine%E2%80%99s-monastery	['http://www.jordantimes.com/news/region/policeman-killed-attack-near-egypt%E2%80%99s-st-catherine%E2%80%99s-monastery']	91	45	1.0	32.0	True	True
Egypt	060	Cooperate militarily	Daesh	2017-04-19	790	1169	7e50fd0d5e4848e59c9a8a6a627717c9	7e50fd0d5e4848e59c9a8a6a627717c9	http://gulfnews.com/news/mena/egypt/egypt-forces-kill-monastery-shooting-suspect-1.2014428	['http://gulfnews.com/news/mena/egypt/egypt-forces-kill-monastery-shooting-suspect-1.2014428']	91	45	0.0	32.0	True	False
Egypt	020	Appeal for material cooperation	Sinai Peninsula	2017-04-19	790	1169	86c7159925b2a84c25e2aeb565015b5c	86c7159925b2a84c25e2aeb565015b5c	https://www.yahoo.com/news/egypt-says-killed-sinai-monastery-shooter-184720733.html	['https://www.yahoo.com/news/egypt-says-killed-sinai-monastery-shooter-184720733.html']	91	45	0.0	32.0	True	True
IS militants	020	Appeal for material cooperation	Egypt	2017-04-19	790	1169	3fa410c890975d21e5fbbb783e8cff68	3fa410c890975d21e5fbbb783e8cff68	http://english.ahram.org.eg/NewsContent/1/64/265208/Egypt/Politics-/IS-group-claims-responsibility-for-attack-on-check.aspx	['http://english.ahram.org.eg/NewsContent/1/64/265208/Egypt/Politics-/IS-group-claims-responsibility-for-attack-on-check.aspx']	91	45	0.0	32.0	True	False
Egypt	010	Decline comment	Islamic State	2017-04-19	790	1169	e17a7fbe734641a79027238468bfe22e	e17a7fbe734641a79027238468bfe22e	https://www.yahoo.com/news/gunmen-kill-police-attack-near-021635716.html	['https://www.yahoo.com/news/gunmen-kill-police-attack-near-021635716.html']	91	45	0.0	32.0	True	True
Terrorist entities	010	Decline comment	Egypt	2017-04-19	790	1169	8586c0578e3d49bd5041604cd47a3165	8586c0578e3d49bd5041604cd47a3165, d98b7dd796020ca5f566fce13ad8720d	https://www.breakingisraelnews.com/86713/monastery-sinai-attacked-isis-ongoing-anti-christian-campaign/	['https://www.breakingisraelnews.com/86713/monastery-sinai-attacked-isis-ongoing-anti-christian-campaign/', 'http://www.ynetnews.com/articles/0,7340,L-4950734,00.html']	91	45	0.0	32.0	True	True
Islamic State	020	Appeal for material cooperation	Egypt	2017-04-19	790	1169	17ae9959206a2cfcb779e02e8c4d2de6	17ae9959206a2cfcb779e02e8c4d2de6	http://www.reuters.com/article/uk-egypt-violence-idUSKBN17L0RF	['http://www.reuters.com/article/uk-egypt-violence-idUSKBN17L0RF']	91	45	0.0	32.0	True	True
Daesh	020	Appeal for material cooperation	Egypt	2017-04-19	790	1169	6b5cc003d70a131d47990caafd4d3886	6b5cc003d70a131d47990caafd4d3886	https://www.dailysabah.com/mideast/2017/04/18/daesh-targets-st-catherines-monastery-in-egypts-sinai-killing-1	['https://www.dailysabah.com/mideast/2017/04/18/daesh-targets-st-catherines-monastery-in-egypts-sinai-killing-1']	91	45	0.0	32.0	True	True
Daesh	020	Make an appeal or request	Egypt	2017-04-19	790	1169	8a8d508dd279c853935449cff93e1748	8a8d508dd279c853935449cff93e1748	http://www.presstv.ir/Detail/2017/04/19/518589/egypt-sinai-daesh-police-monastery	['http://www.presstv.ir/Detail/2017/04/19/518589/egypt-sinai-daesh-police-monastery']	91	45	0.0	32.0	True	False
Egypt government	110	Criticize or denounce	Daesh	2017-04-19	790	1169	bf6ff59a1538321f440ddca1af338483	bf6ff59a1538321f440ddca1af338483	http://www.jordantimes.com/news/region/policeman-killed-attack-near-egypt%E2%80%99s-st-catherine%E2%80%99s-monastery	['http://www.jordantimes.com/news/region/policeman-killed-attack-near-egypt%E2%80%99s-st-catherine%E2%80%99s-monastery']	91	45	0.0	32.0	True	True
Egypt	050	Engage in diplomatic cooperation	Terrorist entities	2017-04-19	790	1169	8586c0578e3d49bd5041604cd47a3165	8586c0578e3d49bd5041604cd47a3165	https://www.breakingisraelnews.com/86713/monastery-sinai-attacked-isis-ongoing-anti-christian-campaign/	['https://www.breakingisraelnews.com/86713/monastery-sinai-attacked-isis-ongoing-anti-christian-campaign/']	91	45	0.0	32.0	True	True
IS militants	060	Engage in material cooperation	Egypt	2017-04-19	790	1169	3fa410c890975d21e5fbbb783e8cff68	3fa410c890975d21e5fbbb783e8cff68	http://english.ahram.org.eg/NewsContent/1/64/265208/Egypt/Politics-/IS-group-claims-responsibility-for-attack-on-check.aspx	['http://english.ahram.org.eg/NewsContent/1/64/265208/Egypt/Politics-/IS-group-claims-responsibility-for-attack-on-check.aspx']	91	45	0.0	32.0	True	False
Egypt	060	Cooperate militarily	Daesh	2017-04-20	791	1169	49ae928c56a8f2afa90374ef5b220cdd	49ae928c56a8f2afa90374ef5b220cdd	http://gulfnews.com/news/mena/egypt/egypt-army-says-senior-daesh-cleric-killed-in-sinai-1.2014654	['http://gulfnews.com/news/mena/egypt/egypt-army-says-senior-daesh-cleric-killed-in-sinai-1.2014654']	91	45	1.0	33.0	True	False
IS militants	010	Decline comment	Egypt	2017-04-20	791	1169	686a4c7175ee463e9ada82ecc6c516e9	686a4c7175ee463e9ada82ecc6c516e9	http://www.dailymail.co.uk/wires/afp/article-4428676/Egypt-army-says-senior-IS-cleric-killed-Sinai.html	['http://www.dailymail.co.uk/wires/afp/article-4428676/Egypt-army-says-senior-IS-cleric-killed-Sinai.html']	91	45	0.0	33.0	True	False
Egypt	190	Fight with small arms and light weapons	Daesh	2017-04-20	791	1169	be6eb4d0bb9c0a74ac92a35fdec76362	be6eb4d0bb9c0a74ac92a35fdec76362	https://www.middleeastmonitor.com/20170420-egyptian-security-forces-kill-gunman-believed-to-be-behind-shooting-near-st-catherines-monastery/	['https://www.middleeastmonitor.com/20170420-egyptian-security-forces-kill-gunman-believed-to-be-behind-shooting-near-st-catherines-monastery/']	91	45	0.0	33.0	True	True
Egyptian army	060	Cooperate militarily	Terrorist entities	2017-04-21	792	1169	47efa672c09fc8ff6d3ba9d29870edbc	47efa672c09fc8ff6d3ba9d29870edbc	https://www.middleeastmonitor.com/20170421-egyptian-army-extrajudicially-execute-members-they-accuse-of-being-affiliated-with-daesh/	['https://www.middleeastmonitor.com/20170421-egyptian-army-extrajudicially-execute-members-they-accuse-of-being-affiliated-with-daesh/']	91	45	1.0	34.0	True	False
Egypt	020	Appeal for material cooperation	United States	2017-04-21	792	1169	a9eb31b4276d2509a158acc601d453cb	a9eb31b4276d2509a158acc601d453cb	http://news.trust.org/item/20170421221604-146o5	['http://news.trust.org/item/20170421221604-146o5']	91	45	0.0	34.0	True	False
Egypt	060	Cooperate militarily	Terrorist entities	2017-04-21	792	1169	47efa672c09fc8ff6d3ba9d29870edbc	47efa672c09fc8ff6d3ba9d29870edbc	https://www.middleeastmonitor.com/20170421-egyptian-army-extrajudicially-execute-members-they-accuse-of-being-affiliated-with-daesh/	['https://www.middleeastmonitor.com/20170421-egyptian-army-extrajudicially-execute-members-they-accuse-of-being-affiliated-with-daesh/']	91	45	0.0	34.0	True	False
Egypt	010	Make public statement	Unknown actors	2017-04-27	798	1169	c9e75c8b151adbfde6ec8b0018e8f0c0	c9e75c8b151adbfde6ec8b0018e8f0c0	http://english.ahram.org.eg/NewsContent/1/64/266760/Egypt/Politics-/Policeman-killed,-two-injured-in-North-Sinai-bombi.aspx	['http://english.ahram.org.eg/NewsContent/1/64/266760/Egypt/Politics-/Policeman-killed,-two-injured-in-North-Sinai-bombi.aspx']	91	45	6.0	40.0	True	False
Egypt	060	Cooperate militarily	Daesh	2017-04-28	799	1169	c278125d91d5e8a88ef54eb3cc4133b4	c278125d91d5e8a88ef54eb3cc4133b4	http://www.arabnews.com/node/1091711/middle-east	['http://www.arabnews.com/node/1091711/middle-east']	91	45	1.0	41.0	True	False
Gunmen	020	Appeal for material cooperation	Egypt	2017-05-02	803	1169	e51ff556d0e6a183e0176a338f17d8da	e51ff556d0e6a183e0176a338f17d8da	http://www.dw.com/en/gunmen-kill-police-officers-in-brazen-cairo-attack/a-38659815	['http://www.dw.com/en/gunmen-kill-police-officers-in-brazen-cairo-attack/a-38659815']	91	45	4.0	45.0	True	False
Egypt	060	Cooperate militarily	Daesh	2017-05-02	803	1169	c4ed64446670079a14deefb9e17728c1	c4ed64446670079a14deefb9e17728c1	http://www.arabnews.com/node/1093556/middle-east	['http://www.arabnews.com/node/1093556/middle-east']	91	45	0.0	45.0	True	True
Egypt	060	Cooperate militarily	Terrorist entities	2017-05-02	803	1169	aaca72a98068e2ecd08d6b1291462870	aaca72a98068e2ecd08d6b1291462870	http://www.ynetnews.com/articles/0,7340,L-4956483,00.html	['http://www.ynetnews.com/articles/0,7340,L-4956483,00.html']	91	45	0.0	45.0	True	True
Egypt	010	Decline comment	Unknown actors	2017-05-02	803	1169	520b47dd998dbd868b01a53ca3e1168d	520b47dd998dbd868b01a53ca3e1168d, a36c38af0997cf88dc95dc13d8b350f6	http://www.timesofisrael.com/gunmen-kill-three-egypt-policemen-in-cairo-gun-attack/	['http://www.timesofisrael.com/gunmen-kill-three-egypt-policemen-in-cairo-gun-attack/', 'http://www.naharnet.com/stories/en/229349-gunmen-kill-three-egypt-policemen-in-cairo-gun-attack']	91	45	0.0	45.0	True	False
Palestine	060	Engage in material cooperation	Israel	2017-04-10	781	1213	13f41af3c371d9f60ba5c37f3899e883	13f41af3c371d9f60ba5c37f3899e883	http://imemc.org/article/army-abducts-two-palestinians-near-jenin/	['http://imemc.org/article/army-abducts-two-palestinians-near-jenin/']	21	40	0.0	0.0	True	False
Palestinian	080	Yield	Israeli soldiers	2017-04-13	784	1213	e7a16171940c6dac978abae277720d98	e7a16171940c6dac978abae277720d98	http://imemc.org/article/israeli-soldiers-abduct-a-palestinian-in-hebron-6/	['http://imemc.org/article/israeli-soldiers-abduct-a-palestinian-in-hebron-6/']	21	40	3.0	3.0	True	False
Palestine	020	Appeal for material cooperation	Israel	2017-04-13	784	1213	8d3b5d25c5a0fdb9689779cafb452294	8d3b5d25c5a0fdb9689779cafb452294	http://imemc.org/article/israeli-soldiers-abduct-a-palestinian-near-jenin-2/	['http://imemc.org/article/israeli-soldiers-abduct-a-palestinian-near-jenin-2/']	21	40	0.0	3.0	True	False
Israel	060	Cooperate economically	Palestinian Authority	2017-04-15	786	1213	4b6338da8bc136c6925aae21de7796ae	4b6338da8bc136c6925aae21de7796ae	http://www.timesofisrael.com/undercover-idf-soldiers-detained-by-pa-police-in-nablus/	['http://www.timesofisrael.com/undercover-idf-soldiers-detained-by-pa-police-in-nablus/']	21	40	2.0	5.0	True	False
Israel	060	Cooperate militarily	Palestinian security forces	2017-04-16	787	1213	1edcd3b68587a4d166936f93ac57fa1b	1edcd3b68587a4d166936f93ac57fa1b	http://www.albawaba.com/news/two-undercover-israeli-soldiers-unmasked-nablus-963388	['http://www.albawaba.com/news/two-undercover-israeli-soldiers-unmasked-nablus-963388']	21	40	1.0	6.0	True	True
Israel	060	Engage in material cooperation	Palestinian Authority	2017-04-16	787	1213	8d97a224ed7984856f2da16dcf85f959	8d97a224ed7984856f2da16dcf85f959	https://www.breakingisraelnews.com/86594/undercover-idf-soldiers-posing-arabs-stopped-pa-police-nablus/	['https://www.breakingisraelnews.com/86594/undercover-idf-soldiers-posing-arabs-stopped-pa-police-nablus/']	21	40	0.0	6.0	True	True
Israel	060	Cooperate economically	Palestine	2017-04-19	790	1213	ae22adbd48574d303e6b1382b7525fa7	ae22adbd48574d303e6b1382b7525fa7	http://imemc.org/article/israeli-soldiers-abduct-two-palestinians-near-bethlehem/	['http://imemc.org/article/israeli-soldiers-abduct-two-palestinians-near-bethlehem/']	21	40	3.0	9.0	True	False
